what,kind,bundleId,bundleVersion,description,time
java.specification.version,sysinfo,,,"1.6",1415677047874
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1415677047874
java.version,sysinfo,,,"1.6.0_45",1415677047874
java.vm.info,sysinfo,,,"mixed mode, sharing",1415677047874
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1415677047874
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1415677047874
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1415677047874
java.vm.specification.version,sysinfo,,,"1.0",1415677047874
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1415677047874
java.vm.version,sysinfo,,,"20.45-b01",1415677047874
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1415677048711
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1415677048712
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1415677048933
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1415677049171
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1415677049751
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1415677049948
error,log,,,"Can't read workspace state",1415677052813
started,bundle,org.eclipse.m2e.core,1.1.0.20120530-0009,"org.eclipse.m2e.core",1415677053544
started,bundle,org.eclipse.m2e.jdt,1.1.0.20120530-0009,"org.eclipse.m2e.jdt",1415677053587
started,bundle,org.eclipse.m2e.editor.xml,1.1.0.20120530-0009,"org.eclipse.m2e.editor.xml",1415677057703
started,bundle,org.eclipse.wst.sse.core,1.1.506.v201110201853,"org.eclipse.wst.sse.core",1415677057798
started,bundle,org.eclipse.jst.servlet.ui,1.1.406.v201109140400,"org.eclipse.jst.servlet.ui",1415677058892
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1415677059505
started,bundle,org.eclipse.m2e.core.ui,1.1.0.20120530-0009,"org.eclipse.m2e.core.ui",1415677059688
started,bundle,com.collabnet.subversion.merge,2.2.4,"com.collabnet.subversion.merge",1415677063800
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1415677063822
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1415677063904
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1415677064098
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1415677064166
started,bundle,org.tigris.subversion.subclipse.ui,1.6.18,"org.tigris.subversion.subclipse.ui",1415677064641
started,bundle,org.tigris.subversion.clientadapter.javahl,1.6.17,"org.tigris.subversion.clientadapter.javahl",1415677064753
started,bundle,org.tigris.subversion.clientadapter.svnkit,1.6.15,"org.tigris.subversion.clientadapter.svnkit",1415677064757
error,log,,,"Invalid format",1415677064921
error,log,,,"Invalid format",1415677064923
error,log,,,"Invalid format",1415677064925
error,log,,,"Invalid format",1415677064926
error,log,,,"Invalid format",1415677064989
error,log,,,"Invalid format",1415677064990
error,log,,,"Invalid format",1415677064991
error,log,,,"Invalid format",1415677064991
error,log,,,"Invalid format",1415677064992
error,log,,,"Invalid format",1415677064994
error,log,,,"Invalid format",1415677064995
error,log,,,"Invalid format",1415677064995
error,log,,,"Invalid format",1415677064996
error,log,,,"Invalid format",1415677064997
error,log,,,"Invalid format",1415677065004
error,log,,,"Invalid format",1415677065005
error,log,,,"Invalid format",1415677065006
error,log,,,"Invalid format",1415677065007
error,log,,,"Invalid format",1415677065008
error,log,,,"Invalid format",1415677065012
error,log,,,"Invalid format",1415677065015
error,log,,,"Invalid format",1415677065016
error,log,,,"Invalid format",1415677065016
error,log,,,"Invalid format",1415677065017
error,log,,,"Invalid format",1415677065018
error,log,,,"Invalid format",1415677065019
error,log,,,"Invalid format",1415677065020
error,log,,,"Invalid format",1415677065020
error,log,,,"Invalid format",1415677065021
error,log,,,"Invalid format",1415677065022
error,log,,,"Invalid format",1415677065023
error,log,,,"Invalid format",1415677065023
error,log,,,"Invalid format",1415677065024
error,log,,,"Invalid format",1415677065025
error,log,,,"Invalid format",1415677065026
error,log,,,"Invalid format",1415677065027
error,log,,,"Invalid format",1415677065028
error,log,,,"Invalid format",1415677065029
error,log,,,"Invalid format",1415677065029
error,log,,,"Invalid format",1415677065063
error,log,,,"Invalid format",1415677065066
error,log,,,"Invalid format",1415677065072
error,log,,,"Invalid format",1415677065073
error,log,,,"Invalid format",1415677065075
error,log,,,"Invalid format",1415677065078
error,log,,,"Invalid format",1415677065079
error,log,,,"Invalid format",1415677065080
error,log,,,"Invalid format",1415677065081
error,log,,,"Invalid format",1415677065081
error,log,,,"Invalid format",1415677065082
error,log,,,"Invalid format",1415677065085
error,log,,,"Invalid format",1415677065086
error,log,,,"Invalid format",1415677065087
error,log,,,"Invalid format",1415677065088
error,log,,,"Invalid format",1415677065088
error,log,,,"Invalid format",1415677065089
error,log,,,"Invalid format",1415677065090
error,log,,,"Invalid format",1415677065091
error,log,,,"Invalid format",1415677065092
error,log,,,"Invalid format",1415677065093
error,log,,,"Invalid format",1415677065094
error,log,,,"Invalid format",1415677065095
error,log,,,"Invalid format",1415677065096
error,log,,,"Invalid format",1415677065098
error,log,,,"Invalid format",1415677065099
error,log,,,"Invalid format",1415677065100
error,log,,,"Invalid format",1415677065100
error,log,,,"Invalid format",1415677065101
error,log,,,"Invalid format",1415677065102
error,log,,,"Invalid format",1415677065103
error,log,,,"Invalid format",1415677065104
error,log,,,"Invalid format",1415677065105
error,log,,,"Invalid format",1415677065106
error,log,,,"Invalid format",1415677065107
error,log,,,"Invalid format",1415677065108
error,log,,,"Invalid format",1415677065109
error,log,,,"Invalid format",1415677065110
error,log,,,"Invalid format",1415677065111
error,log,,,"Invalid format",1415677065119
error,log,,,"Invalid format",1415677065121
error,log,,,"Invalid format",1415677065123
error,log,,,"Invalid format",1415677065124
error,log,,,"Invalid format",1415677065126
error,log,,,"Invalid format",1415677067943
error,log,,,"Invalid format",1415677067947
error,log,,,"Invalid format",1415677067949
error,log,,,"Invalid format",1415677067962
error,log,,,"Invalid format",1415677067963
error,log,,,"org.tigris.subversion.javahl.ClientException: Unsupported working copy format\nsvn: The path 'D:\\pagibig\\aas-webservice\\aas-webservice-core' appears to be part of a Subversion 1.7 or greater\nworking copy.  Please upgrade your Subversion client to use this\nworking copy.\n",1415677067970
error,log,,,"Invalid format",1415677067971
error,log,,,"Invalid format",1415677067972
error,log,,,"Invalid format",1415677067973
error,log,,,"org.tigris.subversion.javahl.ClientException: Unsupported working copy format\nsvn: The path 'D:\\pagibig\\aas-webservice\\aas-webservice-core' appears to be part of a Subversion 1.7 or greater\nworking copy.  Please upgrade your Subversion client to use this\nworking copy.\n",1415677067978
error,log,,,"Invalid format",1415677067979
error,log,,,"Invalid format",1415677067980
error,log,,,"Invalid format",1415677067981
error,log,,,"Invalid format",1415677067984
error,log,,,"Invalid format",1415677067986
error,log,,,"Invalid format",1415677067987
error,log,,,"Invalid format",1415677068107
error,log,,,"Invalid format",1415677068108
error,log,,,"Invalid format",1415677068109
error,log,,,"Invalid format",1415677068110
error,log,,,"Invalid format",1415677068111
error,log,,,"Invalid format",1415677068112
error,log,,,"Invalid format",1415677068113
error,log,,,"Invalid format",1415677068114
error,log,,,"Invalid format",1415677068116
error,log,,,"Invalid format",1415677068127
error,log,,,"Invalid format",1415677068128
error,log,,,"Invalid format",1415677068129
error,log,,,"Invalid format",1415677068129
error,log,,,"Invalid format",1415677068130
error,log,,,"Invalid format",1415677068131
error,log,,,"Invalid format",1415677068133
error,log,,,"Invalid format",1415677068134
error,log,,,"Invalid format",1415677068135
error,log,,,"Invalid format",1415677068139
error,log,,,"Invalid format",1415677068140
error,log,,,"Invalid format",1415677068141
error,log,,,"Invalid format",1415677068159
error,log,,,"Invalid format",1415677068160
error,log,,,"Invalid format",1415677068161
error,log,,,"Invalid format",1415677068162
error,log,,,"Invalid format",1415677068163
error,log,,,"Invalid format",1415677068163
error,log,,,"Invalid format",1415677068164
error,log,,,"Invalid format",1415677068165
error,log,,,"Invalid format",1415677068166
error,log,,,"Invalid format",1415677068166
error,log,,,"Invalid format",1415677068167
error,log,,,"Invalid format",1415677068177
error,log,,,"Invalid format",1415677068177
error,log,,,"Invalid format",1415677068178
error,log,,,"Invalid format",1415677068179
error,log,,,"Invalid format",1415677068180
error,log,,,"Invalid format",1415677068181
error,log,,,"Invalid format",1415677068181
error,log,,,"Invalid format",1415677068182
error,log,,,"Invalid format",1415677068183
error,log,,,"Invalid format",1415677068231
error,log,,,"Invalid format",1415677068235
error,log,,,"Invalid format",1415677068235
error,log,,,"Invalid format",1415677068236
error,log,,,"Invalid format",1415677068237
error,log,,,"Invalid format",1415677068238
error,log,,,"Invalid format",1415677068238
error,log,,,"Invalid format",1415677068239
error,log,,,"Invalid format",1415677068240
error,log,,,"Invalid format",1415677068241
error,log,,,"Invalid format",1415677068241
error,log,,,"Invalid format",1415677068242
error,log,,,"Invalid format",1415677068254
error,log,,,"Invalid format",1415677068273
error,log,,,"Invalid format",1415677068274
error,log,,,"Invalid format",1415677068275
error,log,,,"Invalid format",1415677068276
error,log,,,"Invalid format",1415677068277
error,log,,,"Invalid format",1415677068278
error,log,,,"Invalid format",1415677068278
error,log,,,"Invalid format",1415677068279
error,log,,,"Invalid format",1415677068280
error,log,,,"Invalid format",1415677068281
error,log,,,"Invalid format",1415677068281
error,log,,,"Invalid format",1415677068282
error,log,,,"Invalid format",1415677068283
error,log,,,"Invalid format",1415677068284
error,log,,,"Invalid format",1415677068285
error,log,,,"Invalid format",1415677068285
error,log,,,"Invalid format",1415677068286
error,log,,,"Invalid format",1415677068287
error,log,,,"Invalid format",1415677068287
error,log,,,"Invalid format",1415677068288
error,log,,,"Invalid format",1415677068289
error,log,,,"Invalid format",1415677068290
error,log,,,"Invalid format",1415677068290
error,log,,,"Invalid format",1415677068291
error,log,,,"Invalid format",1415677068292
error,log,,,"Invalid format",1415677068293
error,log,,,"Invalid format",1415677068293
error,log,,,"Invalid format",1415677068294
error,log,,,"Invalid format",1415677068295
error,log,,,"Invalid format",1415677068302
error,log,,,"Invalid format",1415677068304
error,log,,,"Invalid format",1415677068305
error,log,,,"Invalid format",1415677068306
error,log,,,"Invalid format",1415677068307
error,log,,,"Invalid format",1415677068309
error,log,,,"Invalid format",1415677068310
error,log,,,"Invalid format",1415677068332
error,log,,,"Invalid format",1415677068333
error,log,,,"Invalid format",1415677068334
error,log,,,"Invalid format",1415677068336
error,log,,,"Invalid format",1415677068337
error,log,,,"Invalid format",1415677068338
error,log,,,"Invalid format",1415677068340
error,log,,,"Invalid format",1415677068341
error,log,,,"Invalid format",1415677068342
error,log,,,"Invalid format",1415677068344
error,log,,,"Invalid format",1415677068364
error,log,,,"Invalid format",1415677068381
error,log,,,"Invalid format",1415677068382
error,log,,,"Invalid format",1415677068383
error,log,,,"Invalid format",1415677068402
error,log,,,"Invalid format",1415677068404
error,log,,,"Invalid format",1415677068406
error,log,,,"Invalid format",1415677068407
error,log,,,"Invalid format",1415677068408
error,log,,,"Invalid format",1415677068409
error,log,,,"Invalid format",1415677068410
error,log,,,"Invalid format",1415677068412
error,log,,,"Invalid format",1415677068413
error,log,,,"Invalid format",1415677068414
started,bundle,org.eclipse.wst.dtd.core,1.1.402.v201109061850,"org.eclipse.wst.dtd.core",1415677069726
started,bundle,org.eclipse.wst.sse.ui,1.2.5.v201108191505,"org.eclipse.wst.sse.ui",1415677069871
started,bundle,org.eclipse.wst.html.ui,1.0.505.v201106160200,"org.eclipse.wst.html.ui",1415677069873
started,bundle,org.eclipse.jpt.core,2.3.3.v201102172310,"org.eclipse.jpt.core",1415677070036
started,bundle,org.eclipse.jst.jsf.common,1.2.2.v201101211220,"org.eclipse.jst.jsf.common",1415677070640
started,bundle,org.eclipse.jst.jsf.core,1.3.5.v201110061050,"org.eclipse.jst.jsf.core",1415677070670
started,bundle,org.eclipse.jst.jsp.core,1.2.308.v201109202150,"org.eclipse.jst.jsp.core",1415677070963
started,bundle,org.eclipse.wst.wsdl.validation,1.1.501.v201004201506,"org.eclipse.wst.wsdl.validation",1415677071375
started,bundle,org.eclipse.wst.xsd.core,1.1.503.v201011121919,"org.eclipse.wst.xsd.core",1415677071470
started,bundle,org.eclipse.wst.xsl.core,1.1.0.v201004290328,"org.eclipse.wst.xsl.core",1415677071528
error,log,,,"Invalid format",1415677073745
error,log,,,"Invalid format",1415677073746
